市区,小区,户型,朝向,楼层,装修情况,电梯,面积(㎡),价格(万元),年份
海淀,红联北村,2室1厅,西北,16,简装,有电梯,67,539,1990
海淀,中关村,2室2厅,东西,6,精装,无电梯,60,680,1991
海淀,蓟门东里,2室1厅,东南,16,简装,有电梯,62,525,1986
海淀,万泉庄1号院,2室1厅,南北,6,简装,无电梯,65,636,1983
海淀,怡美家园,2室1厅,南北,5,精装,无电梯,113,780,2001
海淀,皂君东里,2室1厅,南北,6,其他,无电梯,64,571,1980
海淀,上地东里,3室2厅,西南,6,精装,无电梯,116,1060,1993
海淀,天秀花园澄秀园,2室1厅,东西,6,简装,无电梯,75,510,2007
海淀,万寿路西街12号院,2室1厅,南北,6,简装,无电梯,60,638,1985
海淀,三嘉信苑,2室1厅,南,7,其他,无电梯,65,260,2011
海淀,大柳树13号院,2室1厅,南北,6,其他,无电梯,61,330,1995
海淀,东王庄,2室1厅,南北,6,精装,无电梯,62,558,1995
海淀,紫金长安,2室1厅,东西,15,简装,无电梯,86,1000,2005
海淀,金沟河3号院,2室1厅,东南,6,简装,无电梯,58,435,1993
海淀,丹青府,3室2厅,南北,12,精装,有电梯,138,1030,2007
海淀,领秀新硅谷2号院,2室1厅,南北,5,精装,无电梯,82,735,2008
海淀,轮胎厂宿舍,2室1厅,南北,6,精装,无电梯,58,369,1995
海淀,小南庄社区,2室1厅,南北,5,精装,无电梯,61,580,1992
海淀,新康园,2室1厅,东南,32,精装,无电梯,87,480,2003
海淀,莱圳家园,1室1厅,南,18,简装,有电梯,64,475,2007
海淀,毛纺厂南小区,1室1厅,南,6,精装,无电梯,45,317,1985
海淀,安宁里南区,2室1厅,北,7,精装,无电梯,74,440,2002
海淀,中关村,1室1厅,西,6,简装,无电梯,47,560,1995
海淀,万泉河62号院,2室1厅,东西,16,简装,有电梯,83,715,1999
海淀,小南庄社区,1室1厅,南北,6,简装,无电梯,50,480,1995
海淀,普惠南里,2室1厅,西北,18,简装,有电梯,57,470,1987
海淀,展春园,2室1厅,南北,6,精装,无电梯,64,520,1985
海淀,文慧园,2室1厅,南北,6,简装,无电梯,67,600,1998
海淀,友谊社区,2室1厅,南北,6,简装,无电梯,81,800,1999
海淀,北三环中路40号院,1室1厅,东南,18,精装,有电梯,58,500,1999
海淀,兰德华庭,1室1厅,南北,13,精装,有电梯,68,520,2004
海淀,牡丹园东里,2室1厅,南北,6,简装,无电梯,61,554,1989
海淀,双榆树南里二区,2室1厅,南北,6,简装,无电梯,58,530,1988
海淀,电车厂宿舍,2室1厅,南北,6,毛坯,无电梯,53,466,1983
海淀,增光路40号院,2室1厅,南北,6,简装,无电梯,58,590,1983
海淀,枫蓝国际,1室1厅,西北,21,精装,有电梯,70,630,2004
海淀,榆苑公寓,2室2厅,南,10,简装,有电梯,105,900,1998
海淀,文成杰座,2室1厅,东南,20,简装,无电梯,120,988,2006
海淀,红联北村,2室1厅,东西,6,简装,无电梯,56,450,1992
海淀,中关村发育所,3室1厅,南北,5,精装,无电梯,82,943,1990
海淀,上地东里,2室2厅,西北,6,其他,无电梯,81,890,1993
海淀,龙翔路小区,2室1厅,南,18,精装,有电梯,58,520,1992
海淀,宝盛北里,2室1厅,南北,6,精装,无电梯,102,650,2003
海淀,红联北村,3室1厅,东南,14,精装,有电梯,87,820,1992
海淀,翠微北里,2室1厅,东南,24,简装,无电梯,57,550,1989
海淀,阜成路49号院,2室1厅,南北,6,精装,无电梯,56,500,1982
海淀,西山华府,3室2厅,南北,8,精装,有电梯,206,1979,2008
海淀,西山美墅馆F区,6室2厅,南北,4,精装,无电梯,312,2800,2004
海淀,红联北村,1室1厅,东,6,精装,无电梯,44,380,1992
海淀,城华园,1室1厅,北,27,简装,无电梯,68,430,2002
海淀,毛纺厂南小区,2室1厅,南北,6,简装,无电梯,58,390,1992
海淀,领秀新硅谷2号院,2室2厅,南北,15,精装,有电梯,125,940,2008
海淀,二里庄小区,2室1厅,东南,6,精装,无电梯,55,460,1993
海淀,清上园,3室2厅,东南,21,精装,有电梯,146,910,2003
海淀,怡清园,2室2厅,东北,6,简装,无电梯,93,570,2003
海淀,博雅德园,1室0厅,南,16,精装,有电梯,51,400,2005
海淀,新康园,1室1厅,北,32,简装,无电梯,67,390,2003
海淀,双榆树西里,3室1厅,西北,16,简装,有电梯,70,680,1988
海淀,烟树园,1室1厅,西,11,精装,有电梯,68,630,2003
海淀,成府路20号院,2室1厅,南北,5,简装,无电梯,60,580,1980
海淀,芙蓉里,2室1厅,南北,5,精装,无电梯,64,625,1984
海淀,红联北村,2室0厅,西,16,精装,无电梯,43,360,1993
海淀,阜北小区,2室1厅,东北,5,精装,无电梯,53,472,1988
海淀,昌运宫,1室1厅,东,13,简装,无电梯,58,465,1994
海淀,阳春光华家园,2室1厅,东南,16,精装,有电梯,89,1120,2000
海淀,汉荣家园,4室1厅,东南,25,简装,有电梯,159,1390,2000
海淀,清缘里中区,4室2厅,东西,10,简装,无电梯,130,700,1998
海淀,莱圳家园,1室1厅,南,18,简装,有电梯,64,475,2007
海淀,新康园,2室1厅,东南,32,精装,无电梯,87,480,2003
海淀,毛纺厂南小区,1室1厅,南,6,精装,无电梯,45,317,1985
海淀,文慧园15号16公寓,1室1厅,西北,22,简装,有电梯,54,450,2004
海淀,皂君东里,2室1厅,南北,6,简装,无电梯,54,515,1982
海淀,普惠南里,2室1厅,东南,20,简装,无电梯,65,540,1989
海淀,轮胎厂宿舍,2室1厅,南北,6,精装,无电梯,58,369,1995
海淀,索家坟,2室1厅,南北,6,精装,无电梯,57,469,1994
海淀,智学苑,3室1厅,东南,6,简装,无电梯,101,580,2000
海淀,建材城东二里,2室1厅,南北,6,简装,无电梯,80,440,2001
海淀,龙湖唐宁one,4室2厅,南北,31,精装,有电梯,378,3500,2011
海淀,西山壹号院,4室2厅,南北,6,毛坯,有电梯,238,2800,2011
海淀,西山洋房,2室1厅,南北,5,简装,有电梯,89,650,2008
海淀,天兆家园,2室1厅,东,22,其他,有电梯,100,1050,2003
海淀,澐澐国际,3室2厅,东南,26,简装,有电梯,187,930,2008
海淀,丹青府,3室2厅,东南,12,简装,有电梯,150,1040,2007
海淀,东升园,3室2厅,南北,9,简装,有电梯,149,1450,1996
海淀,阜成路甲52号院,2室2厅,东西,18,简装,无电梯,92,650,1999
海淀,海淀九号,2室1厅,南,35,精装,有电梯,90,725,2012
海淀,郦城二区,2室1厅,南北,4,简装,有电梯,120,1300,2004
海淀,东馨园,2室1厅,南北,6,简装,无电梯,68,460,1998
海淀,东南小区,3室2厅,南北,6,简装,无电梯,118,1450,1999
海淀,大慧寺1号,2室1厅,南,6,简装,无电梯,57,505,1980
海淀,知春里,3室1厅,南北,6,其他,无电梯,77,760,1989
海淀,燕尚园,4室1厅,南北,8,简装,有电梯,162,1120,2006
海淀,正源尚峰尚水,3室1厅,南北,9,毛坯,有电梯,131,800,2012
海淀,百朗园,2室2厅,南北,16,简装,有电梯,172,1000,2000
海淀,师大北路21号院,2室1厅,东西,16,其他,有电梯,82,795,1999
海淀,柳林馆,1室1厅,东南,24,精装,有电梯,50,520,1989
海淀,金晖嘉园,3室1厅,东南,27,其他,有电梯,156,1700,1998
海淀,二里庄小区,1室1厅,东南,18,其他,有电梯,47,399,1994
海淀,西钓鱼台嘉园,3室2厅,东南,18,精装,有电梯,123,1350,2007
海淀,航天社区,3室1厅,东南,16,其他,有电梯,111,1158,2004
海淀,碧水云天,3室1厅,南,14,精装,无电梯,150,2000,2004
海淀,明光北里,3室1厅,西北,16,精装,有电梯,69,590,1985
海淀,鲁艺上河村三区,4室2厅,南北,11,精装,无电梯,263,3750,2006
海淀,万泉新新家园,4室2厅,南北,6,精装,有电梯,286,3600,2001
海淀,今典花园,3室1厅,东西,26,简装,有电梯,109,970,1999
海淀,水清木华园,2室1厅,南,18,精装,无电梯,121,1130,2000
海淀,文慧园北路甲6号院,3室1厅,南北,6,精装,无电梯,92,1050,1998
海淀,远大园一区,3室2厅,南北,11,简装,无电梯,164,1650,2001
海淀,垂虹园,4室2厅,东南,18,精装,有电梯,208,2185,2004
海淀,橙色年代,2室1厅,西,24,简装,有电梯,95,645,2004
海淀,尚品公寓,2室1厅,西北,11,简装,有电梯,95,700,2004
海淀,学院南路32号院,3室1厅,东西,6,精装,无电梯,66,585,1978
海淀,玉泉路16号院,3室1厅,南北,6,简装,无电梯,74,560,1988
海淀,怡清园,2室1厅,南北,6,简装,无电梯,86,606,2003
海淀,清上园,2室1厅,西南,15,简装,有电梯,74,498,2003
海淀,王庄路15号院,2室2厅,南北,6,精装,无电梯,69,630,1996
海淀,健翔园,2室1厅,西南,24,精装,有电梯,81,690,2000
海淀,万泉新新家园,3室2厅,南北,6,精装,有电梯,169,2200,2000
海淀,西山华府,4室2厅,南北,7,精装,有电梯,267,2600,2009
海淀,学知园,2室1厅,南北,18,精装,有电梯,98,680,1998
海淀,翠微路平台村,2室1厅,南北,7,简装,无电梯,61,545,1991
海淀,领秀新硅谷2号院,3室2厅,南北,5,简装,有电梯,155,1288,2008
海淀,玉海园三里,3室1厅,西南,10,精装,有电梯,109,715,2000
海淀,远大园四区,3室1厅,东北,16,精装,无电梯,119,1050,2000
海淀,东南小区,3室1厅,南北,6,精装,无电梯,76,950,1983
海淀,小南庄社区,4室2厅,西南,18,精装,有电梯,168,1200,1997
海淀,郦城二区,3室2厅,南北,12,精装,有电梯,134,1360,2002
海淀,邮局宿舍,2室2厅,南北,6,简装,无电梯,85,700,1997
海淀,郦城果岭,2室2厅,西,11,精装,有电梯,108,850,2010
海淀,车道沟南里,2室1厅,东西,6,精装,无电梯,57,450,1984
海淀,领秀硅谷,3室2厅,南北,5,精装,无电梯,152,1050,2003
海淀,宝盛北里,2室1厅,南北,6,简装,无电梯,100,600,2004
海淀,天秀花园安和园,3室1厅,南北,6,简装,无电梯,95,850,2000
海淀,橙色年代,3室2厅,南,24,精装,有电梯,116,960,2004
海淀,瑞新里小区,1室1厅,东北,15,精装,有电梯,73,622,2007
海淀,学院路甲39号院,1室1厅,南,6,简装,无电梯,44,380,1988
海淀,锦秋知春,2室2厅,南,25,简装,有电梯,131,1400,2002
海淀,五机床厂宿舍,2室0厅,南北,6,其他,无电梯,59,305,1995
海淀,冶金大院,2室1厅,东,6,精装,无电梯,50,450,1988
海淀,菊园,2室1厅,南北,6,毛坯,无电梯,60,435,1995
海淀,华清嘉园,3室1厅,西,19,精装,有电梯,117,1300,2002
海淀,安装宿舍,2室1厅,南北,6,简装,无电梯,63,450,1991
海淀,保利西山林语,4室2厅,南北,8,精装,有电梯,163,1080,2009
海淀,百朗园,4室2厅,南北,17,精装,有电梯,208,1400,2000
海淀,宏嘉丽园,2室2厅,东南,24,精装,有电梯,115,1150,2001
海淀,垂虹园,4室2厅,西南,18,精装,有电梯,207,2100,2004
海淀,美丽园,2室1厅,南北,6,精装,有电梯,120,1250,2001
海淀,皂君东里,2室1厅,南北,6,精装,无电梯,60,520,1990
海淀,紫御府,3室2厅,东西,12,精装,有电梯,264,2599,2008
海淀,永金里小区,4室2厅,西南,6,简装,无电梯,149,950,1998
海淀,紫成嘉园,6室3厅,南北,6,精装,有电梯,213,1800,2006
海淀,太极小区,2室1厅,南北,5,简装,无电梯,63,574,1991
海淀,上地南路6号院,2室1厅,东西,7,简装,无电梯,78,700,1998
海淀,竹溪园,4室1厅,南北,5,精装,无电梯,190,2000,2001
海淀,富力桃园C区,4室1厅,南北,21,精装,有电梯,227,1400,2008
海淀,冠城大通百旺府,3室3厅,南北,4,精装,有电梯,224,1590,2009
海淀,怡清园,2室1厅,南北,6,简装,无电梯,86,606,2003
海淀,永泰园,3室2厅,南北,6,其他,无电梯,109,690,2000
海淀,北辰香麓,4室2厅,南北,5,精装,有电梯,218,1300,2009
海淀,玉泉路16号院,3室1厅,南北,6,简装,无电梯,74,560,1988
海淀,百旺茉莉园,2室2厅,东南,9,简装,有电梯,120,1100,2008
海淀,保利西山林语,2室1厅,南北,7,精装,有电梯,96,675,2010
海淀,永定路70号院,2室1厅,南北,6,其他,无电梯,58,445,1985
海淀,翠微路平台村,2室1厅,南北,7,简装,无电梯,61,545,1991
海淀,万科西山庭院,3室2厅,南北,4,精装,无电梯,169,1890,2004
海淀,稻香园甲,3室1厅,南北,6,简装,无电梯,56,610,1989
海淀,燕清源,2室1厅,南,28,精装,有电梯,93,650,2005
海淀,北分厂,2室1厅,南北,6,简装,无电梯,66,385.7,1996
海淀,翠微路2号院,2室1厅,南北,5,简装,无电梯,60,580,1985
海淀,永泰东里,3室1厅,西南,6,简装,无电梯,70,479,1996
海淀,智学苑,3室2厅,西南,24,精装,无电梯,126,630,2002
海淀,万寿路甲6号院,2室1厅,东西,6,精装,无电梯,59,617,1990
海淀,建材城东二里,2室1厅,南北,6,精装,无电梯,80,455,2002
海淀,美欣家园,3室2厅,南北,15,简装,有电梯,141,825,2003
海淀,花园村小区,2室1厅,南北,5,精装,无电梯,65,560,1980
海淀,力度家园,3室1厅,西南,21,精装,有电梯,130,820,2004
海淀,盲人学校家属楼,2室1厅,南北,6,精装,无电梯,62,490,1985
海淀,万寿园,4室2厅,南北,19,精装,无电梯,178,1500,1998
海淀,宝盛北里,1室1厅,南,6,精装,无电梯,68,420,2004
海淀,永泰东里,1室1厅,东南,6,精装,无电梯,58,380,2000
海淀,前沙涧路7号院,1室1厅,东,6,精装,无电梯,59,260,2009
海淀,西山壹号院,3室1厅,南北,6,毛坯,有电梯,200,2200,2011
海淀,五矿万科如园,4室2厅,南北,10,精装,有电梯,288,2950,2014
海淀,北辰香麓,4室2厅,南北,6,精装,无电梯,263,1280,2009
海淀,西山壹号院,3室3厅,南北,6,其他,有电梯,271,3200,2011
海淀,远大园二区,3室1厅,东南,17,精装,有电梯,152,1400,2001
海淀,香山煤厂街27号院,2室1厅,南北,4,简装,无电梯,54,290,1981
海淀,兰园,3室1厅,西南,6,简装,无电梯,94,650,1998
海淀,建材城西二里,2室1厅,南北,6,简装,无电梯,64,420,1999
海淀,清枫华景园,1室1厅,南西,15,精装,无电梯,73,560,2005
海淀,塔院小区,1室1厅,南,18,精装,无电梯,43,388,1988
海淀,清景园,2室1厅,南,22,简装,有电梯,99,660,2006
海淀,稻香园,2室1厅,东西,6,简装,无电梯,61,600,1992
海淀,华清嘉园,1室0厅,西,18,精装,有电梯,51,630,2002
海淀,芳清园,1室1厅,西,9,精装,有电梯,65,450,2007
海淀,六建,3室1厅,南北,6,简装,无电梯,82,690,1992
海淀,紫竹花园,2室1厅,西,24,精装,有电梯,162,1200,2000
海淀,菊花盛苑,2室2厅,南北,9,其他,有电梯,102,720,2002
海淀,美丽园,3室2厅,南北,7,简装,有电梯,144,1560,2000
海淀,碧森里,2室2厅,东西,9,简装,有电梯,88,650,2004
海淀,三虎桥南路,2室2厅,东西,6,精装,无电梯,106,935,1995
海淀,远大园四区,4室2厅,西南,16,简装,有电梯,202,1850,2000
海淀,宏嘉丽园,3室2厅,西南,24,精装,有电梯,153,1468,2001
海淀,马甸西路,1室1厅,南,6,精装,无电梯,46,375,1982
海淀,莲花小区,2室1厅,东南,28,简装,有电梯,110,710,1999
海淀,莱圳家园,1室1厅,西,15,简装,有电梯,67,480,2006
海淀,观景园,2室1厅,南北,6,精装,无电梯,90,688,2008
海淀,万科西山庭院,3室2厅,南北,4,精装,无电梯,169,1890,2004
海淀,太月园,3室2厅,西南,27,简装,有电梯,148,1600,1999
海淀,玉海园二里,2室1厅,东南,5,精装,无电梯,78,570,2000
海淀,澐澐国际,3室2厅,西北,26,简装,有电梯,172,860,2008
海淀,晨月园,2室1厅,东南,17,精装,有电梯,89,760,2007
海淀,金尚嘉园,2室1厅,西北,18,精装,有电梯,97,1030,2007
海淀,万寿路24号院,3室1厅,南北,6,精装,无电梯,72,725.2,1985
海淀,清河文苑,3室2厅,东,22,其他,无电梯,137,710,2001
海淀,怡美家园,2室2厅,南北,9,精装,无电梯,111,835,2001
海淀,建材城东二里,2室1厅,南北,6,精装,无电梯,79,450,2001
海淀,远大园四区,2室2厅,西南,16,精装,有电梯,107,1090,2000
海淀,红联北村,2室1厅,东西,14,精装,有电梯,60,500,1992
海淀,万寿路甲6号院,2室1厅,东西,6,精装,无电梯,59,617,1990
海淀,建材城东二里,2室1厅,南北,6,精装,无电梯,80,455,2002
海淀,永泰东里,3室1厅,西南,6,简装,无电梯,70,479,1996
海淀,百旺家苑,2室1厅,南北,9,毛坯,有电梯,120,920,2003
海淀,翠叠园,3室2厅,南北,13,精装,有电梯,157,1700,2004
海淀,晨月园,2室1厅,东南,17,精装,无电梯,76,845,2007
海淀,世纪金源国际公寓,4室2厅,南北,16,精装,有电梯,205,1800,2002
海淀,烟树园,2室2厅,西南,11,精装,有电梯,99,880,2003
海淀,东南小区,3室1厅,南北,11,精装,无电梯,124,1398,1997
海淀,北洼西里,3室1厅,东西,6,简装,无电梯,69,580,1980
海淀,北影小区,2室1厅,西南,17,精装,有电梯,82,740,2000
海淀,健翔园,2室1厅,东南,24,精装,无电梯,79,620,2000
海淀,太阳园,2室1厅,南,26,其他,无电梯,105,1200,2001
海淀,志强北园,2室1厅,南北,5,精装,无电梯,54,486,1980
海淀,北洼路25号院,3室2厅,南北,6,简装,无电梯,117,936,1997
海淀,上地南路6号院,3室1厅,南北,6,简装,无电梯,130,960,1999
海淀,学院南路72号院,2室1厅,南,16,精装,无电梯,66,595,1992
海淀,雅世合金公寓,2室1厅,南,8,精装,有电梯,94,860,2011
海淀,紫金庄园,2室1厅,南,22,其他,有电梯,67,550,1998
海淀,智学苑,3室2厅,西南,24,精装,有电梯,128,700,2002
海淀,稻香园西里,3室1厅,西南,14,其他,无电梯,75,754,1990
海淀,罗庄西里,2室1厅,西南,18,精装,无电梯,81,650,1997
海淀,乐府江南,2室1厅,西北,9,简装,有电梯,82,780,2005
海淀,北影小区,3室1厅,南北,5,精装,无电梯,59,531,1988
海淀,当代城市家园,3室2厅,南北,11,简装,无电梯,140,968,2002
海淀,小南庄社区,1室1厅,南北,6,其他,无电梯,54,515,1995
海淀,澐澐国际,4室1厅,西南,26,简装,有电梯,216,1100,2008
海淀,宝盛北里,1室1厅,南北,6,其他,无电梯,54,360,2004
海淀,皂君庙甲16号院,4室1厅,西南,16,精装,有电梯,171,1370,1999
海淀,稻香园,2室1厅,东西,6,简装,无电梯,61,600,1992
海淀,知春路47号院,2室1厅,南北,6,精装,无电梯,68,592,1996
海淀,金隅翡丽爱公馆,1室1厅,南,18,精装,有电梯,69,425,2014
海淀,保利西山林语,1室1厅,南,8,精装,无电梯,72,480,2008
海淀,华清嘉园,3室1厅,东南,19,其他,有电梯,139,1600,2001
海淀,中关村北一条,3室1厅,南北,5,简装,无电梯,81,820,1993
海淀,清缘里中区,3室1厅,南北,10,精装,有电梯,84,560,1998
海淀,双榆树北里,3室1厅,南北,6,简装,无电梯,72,720,1985
海淀,林大北路9号院,3室1厅,南北,6,精装,无电梯,82,720,1989
海淀,双清路14号院,2室2厅,东南,15,精装,无电梯,74,580,1998
海淀,柳林馆,3室1厅,东北,16,简装,无电梯,72,650,1985
海淀,柳林馆,3室1厅,东西,24,精装,无电梯,73,730,1990
海淀,上地东里,3室1厅,南北,6,简装,无电梯,73,860,1997
海淀,碧水云天,3室1厅,南,13,精装,无电梯,141,2100,2003
海淀,望塔园,1室1厅,西南,17,简装,有电梯,62,525,2001
海淀,玉阜嘉园,3室2厅,南北,12,精装,有电梯,139,1046,2002
海淀,东升园,2室1厅,南北,12,简装,有电梯,97,910,1998
海淀,北洼西里,3室1厅,东西,6,简装,无电梯,69,559,1980
海淀,澐澐国际,2室1厅,西北,26,精装,有电梯,98,650,2008
海淀,安宁佳园,3室1厅,西南,18,简装,有电梯,108,738,2007
海淀,知春里,2室1厅,东南,18,精装,无电梯,63,580,1988
海淀,玉海园二里,3室2厅,西南,10,简装,有电梯,126,860,1998
海淀,东王庄,2室1厅,南北,6,精装,无电梯,74,596,1996
海淀,五矿万科如园,3室3厅,南北,10,精装,无电梯,226,2099,2013
海淀,烟树园,2室2厅,西南,11,精装,有电梯,99,880,2003
海淀,东南小区,3室1厅,南北,11,精装,无电梯,124,1398,1997
海淀,世纪金源国际公寓,4室2厅,南北,16,精装,有电梯,205,1800,2002
海淀,晴雪园,3室2厅,南北,12,精装,有电梯,170,2100,2005
海淀,北洼西里,3室1厅,西北,18,简装,有电梯,76,615,1996
海淀,领秀新硅谷2号院,2室2厅,东西,5,精装,无电梯,99,840,2008
海淀,621小区,2室1厅,南,6,简装,无电梯,58,453,1980
海淀,百旺家苑,2室1厅,南北,5,简装,无电梯,99,880,2003
海淀,北小马厂,2室1厅,南,5,简装,无电梯,51,372,1990
海淀,育新花园,2室1厅,西南,20,简装,有电梯,92,660,1999
海淀,香溪度,3室2厅,西南,9,精装,有电梯,166,1280,2009
海淀,三虎桥南路12号院,3室1厅,南北,5,简装,无电梯,83,733,1980
海淀,碧水云天,3室1厅,南北,13,精装,无电梯,148,2300,2003
海淀,华清嘉园,3室1厅,东南,19,其他,有电梯,139,1600,2001
海淀,中关村北一条,3室1厅,南北,5,简装,无电梯,81,820,1993
海淀,玉海园三里,2室1厅,东南,10,简装,有电梯,88,620,1999
海淀,金沟河5号院,4室1厅,南北,5,简装,无电梯,103,720,1992
海淀,皂君东里,3室1厅,南北,6,精装,无电梯,71,680,1985
海淀,郦城三区,3室2厅,南北,12,精装,有电梯,144,1490,2005
海淀,蓟门北里,3室1厅,南北,6,精装,无电梯,56,466,1982
海淀,保利西山林语,1室1厅,东西,8,精装,无电梯,55,480,2010
海淀,清缘里中区,3室1厅,南北,10,精装,有电梯,84,560,1998
海淀,太阳园,3室2厅,东南,26,精装,有电梯,140,1410,2001
海淀,太月园,2室1厅,东南,18,精装,有电梯,109,1030,1999
海淀,东王庄,2室1厅,南北,6,精装,无电梯,74,596,1996
海淀,柳林馆,3室1厅,东西,24,精装,无电梯,73,730,1990
海淀,双榆树北里,3室1厅,南北,6,简装,无电梯,72,720,1985
海淀,上地东里,3室1厅,南北,6,简装,无电梯,73,860,1997
海淀,橡树湾,2室1厅,西南,16,精装,有电梯,88,825,2007
海淀,中鑫嘉园,2室1厅,西南,26,精装,无电梯,71,580,2004
海淀,七彩华园,3室2厅,南北,6,简装,有电梯,124,1050,2005
海淀,紫竹院小区,3室1厅,西北,14,简装,有电梯,70,520,1982
海淀,汇景阁,2室1厅,南北,20,简装,有电梯,155,1150,1999
海淀,毛纺厂南小区,2室1厅,南北,6,精装,无电梯,70,465,1996
海淀,博望园,2室1厅,南,16,精装,有电梯,85,770,2002
海淀,万寿路甲6号院,2室1厅,南,6,精装,无电梯,50,565,1980
海淀,知春里,2室1厅,东南,18,精装,无电梯,63,580,1988
海淀,玉海园二里,3室2厅,西南,10,简装,有电梯,126,860,1998
海淀,碧水云天,3室1厅,南,13,精装,无电梯,141,2100,2003
海淀,望塔园,1室1厅,西南,17,简装,有电梯,62,525,2001
海淀,永泰东里,3室1厅,南北,6,精装,无电梯,79,556,1996
海淀,中兴家园,4室2厅,东南,20,精装,有电梯,178,1600,2000
海淀,当代城市家园,3室2厅,南北,11,精装,有电梯,143,1100,2003
海淀,今典花园,2室1厅,西,19,其他,有电梯,67,610,1999
海淀,冠城大通百旺府,3室1厅,南北,11,精装,无电梯,126,750,2007
海淀,阳春光华家园,3室1厅,西南,16,精装,有电梯,127,1430,2000
海淀,志新村,2室1厅,南北,6,简装,无电梯,58,506,1995
海淀,铭科苑,3室1厅,西北,18,简装,有电梯,114,620,2000
海淀,新康园,2室1厅,东南,32,精装,有电梯,101,550,2003
海淀,上地佳园,3室2厅,南北,11,精装,有电梯,145,1280,2004
海淀,菊园,2室1厅,南北,6,精装,无电梯,58,410,1997
海淀,翠微路26号院,2室1厅,南北,6,精装,无电梯,57,530,1989
海淀,加气混凝土厂宿舍,3室1厅,南北,5,精装,无电梯,71,490,1981
海淀,育新花园,2室1厅,南北,6,简装,无电梯,69,539,1996
海淀,翠微中里,2室1厅,南北,6,简装,无电梯,64,625,1993
海淀,天秀花园古月园,6室3厅,西南,6,精装,有电梯,314,2510,2004
海淀,沁春家园,3室2厅,南北,6,简装,无电梯,127,650,2000
海淀,远大园六区,3室2厅,南西,16,简装,无电梯,172,1650,2000
海淀,文慧园北路乙26号,2室1厅,西南,13,精装,有电梯,58,530,1985
海淀,海赋国际,2室1厅,东北,14,精装,有电梯,67,695,2006
海淀,强佑清河新城,3室1厅,东南,27,简装,有电梯,128,860,2009
海淀,钟表南园,3室1厅,东西,6,简装,无电梯,73,599,1988
海淀,清缘里中区,3室1厅,南北,10,精装,有电梯,84,560,1998
海淀,保利西山林语,1室1厅,东西,8,精装,无电梯,55,480,2010
海淀,蓟门北里,3室1厅,南北,6,精装,无电梯,56,466,1982
海淀,博望园,2室1厅,南,16,精装,有电梯,85,770,2002
海淀,太阳园,3室2厅,东南,26,精装,有电梯,140,1410,2001
海淀,翠叠园,2室2厅,南北,13,简装,有电梯,127,1350,2004
海淀,逸成东苑,2室1厅,南北,15,精装,有电梯,117,1030,2005
海淀,万寿路甲6号院,2室1厅,南,6,精装,无电梯,50,565,1980
海淀,今典花园,2室1厅,东南,20,精装,无电梯,123,1200,1999
海淀,圆明园东里,2室1厅,南北,5,精装,无电梯,65,635,1993
海淀,邮局宿舍,2室2厅,南北,6,精装,无电梯,85,720,1997
海淀,太阳园,2室1厅,东南,30,简装,无电梯,109,1090,2001
海淀,兰园,3室2厅,东南,6,简装,无电梯,85,550,1996
海淀,莱圳家园,1室1厅,西,16,精装,无电梯,70,500,2012
海淀,明光村小区,2室1厅,南,18,简装,有电梯,59,508,1984
海淀,东旭园,3室1厅,南北,6,精装,无电梯,101,640,1998
海淀,塔院小区,1室1厅,南北,14,简装,有电梯,44,390,1992
海淀,清秀阁,3室1厅,南北,6,精装,无电梯,108,835,2005
海淀,羊坊店路3号院,2室1厅,南北,5,精装,无电梯,71,640,1988
海淀,菊园,3室1厅,东西,6,简装,无电梯,77,523,1995
海淀,中海紫金苑,2室2厅,南北,12,精装,无电梯,182,2000,2002
海淀,玉阜嘉园,3室1厅,东,12,精装,有电梯,148,930,2002
海淀,复兴路甲49号,2室1厅,南北,5,简装,无电梯,68,660,1968
海淀,冠城大通百旺府,3室1厅,南北,11,精装,有电梯,126,780,2007
海淀,希格玛公寓,3室1厅,南,20,简装,有电梯,122,850,1997
海淀,百旺家苑,3室1厅,南北,4,简装,无电梯,148,1150,2003
海淀,天秀花园荷塘月舍,3室2厅,南北,7,精装,有电梯,144,1150,2004
海淀,七彩华园,2室2厅,南北,6,精装,有电梯,118,900,2005
海淀,青云北区,2室1厅,东西,6,简装,无电梯,67,570,1990
海淀,紫金庄园,1室1厅,东南,22,精装,有电梯,63,507,1998
海淀,月季园,4室0厅,东南,20,精装,有电梯,83,735,1997
海淀,中海枫涟山庄,3室1厅,南北,11,简装,有电梯,124,1160,2004
海淀,观林园,4室2厅,南北,6,毛坯,有电梯,218,1580,2011
海淀,豪景佳苑,5室2厅,西,18,简装,有电梯,169,1360,1998
海淀,希格玛公寓,6室2厅,东南,20,精装,有电梯,290,2326,1997
海淀,中兴家园,4室2厅,东南,20,精装,有电梯,178,1600,2000
海淀,今典花园,2室1厅,西,19,其他,有电梯,67,610,1999
海淀,塔院小区,3室1厅,南北,6,简装,无电梯,77,690,1993
海淀,世纪新景,3室2厅,东南,25,其他,有电梯,173,1600,2004
海淀,上林溪,2室2厅,南北,9,精装,有电梯,109,820,2010
海淀,花园公寓,2室2厅,西,15,精装,有电梯,81,545,2007
海淀,太阳园,3室2厅,南北,22,简装,有电梯,138,1420,2001
海淀,西三环北路82号院,2室1厅,南北,5,精装,无电梯,54,575,1982
海淀,六建,2室1厅,南北,5,精装,无电梯,53,532,1976
